MC6;
time/s;Fluo/V;P700 deltaI/I x10³;
194.780;0.3230;1.5829;
194.800;0.3230;1.5565;
194.820;0.3230;1.5741;
194.840;0.3339;1.5213;
194.860;0.3339;1.5653;
194.880;0.3326;1.6620;
194.900;0.3326;1.5653;
194.920;0.3326;1.5609;
194.940;0.3280;1.5960;
194.960;0.3280;1.6224;
194.980;0.3317;1.5917;
195.000;0.3317;1.5521;
195.020;0.3317;1.6444;
195.040;0.3252;1.5213;
195.060;0.3252;1.6180;
195.080;0.3242;1.6004;
195.100;0.3242;1.5433;
195.120;0.3242;1.6048;
195.140;0.3187;1.6312;
195.160;0.3187;1.5917;
195.180;0.3294;1.6048;
195.200;0.3294;1.5697;
195.220;0.3294;1.5477;
195.240;0.3288;1.6136;
195.260;0.3288;1.6224;
195.280;0.3252;1.5697;
195.300;0.3252;1.4949;
195.320;0.3252;1.5873;
195.340;0.3284;1.6356;
195.360;0.3284;1.6048;
195.380;0.3292;1.5653;
195.400;0.3292;1.5081;
195.420;0.3292;1.6224;
195.440;0.3318;1.5741;
195.460;0.3318;1.6224;
195.480;0.3355;1.5125;
195.500;0.3355;1.6092;
195.520;0.3355;1.6048;
195.540;0.3390;1.5829;
195.560;0.3390;1.6004;
195.580;0.3277;1.6224;
195.600;0.3277;1.6004;
195.620;0.3277;1.5477;
195.640;0.3228;1.6620;
195.660;0.3228;1.5960;
195.680;0.3326;1.5829;
195.700;0.3326;1.5741;
195.720;0.3326;1.5917;
195.740;0.3207;1.6136;
195.760;0.3207;1.6048;
195.780;0.3268;1.6092;
195.800;0.3268;1.6444;
195.820;0.3268;1.5829;
195.840;0.3272;1.6356;
195.860;0.3272;1.6136;
195.880;0.3352;1.5565;
195.900;0.3352;1.5037;
195.920;0.3352;1.5565;
195.940;0.3286;1.5873;
195.960;0.3286;1.5960;
195.980;0.3257;1.5477;
196.000;0.3257;1.5521;
196.020;0.3257;1.5301;
196.040;0.3291;1.5433;
196.060;0.3291;1.4949;
196.080;0.3312;1.6136;
196.100;0.3312;1.5917;
196.120;0.3312;1.5389;
196.140;0.3208;1.5125;
196.160;0.3208;1.5697;
196.180;0.3257;1.5653;
196.200;0.3257;1.5829;
196.220;0.3257;1.5785;
196.240;0.3259;1.5565;
196.260;0.3259;1.5565;
196.280;0.3246;1.5917;
196.300;0.3246;1.6136;
196.320;0.3246;1.6048;
196.340;0.3356;1.5697;
196.360;0.3356;1.5301;
196.380;0.3358;1.5653;
196.400;0.3358;1.6400;
196.420;0.3358;1.6268;
196.440;0.3306;1.5389;
196.460;0.3306;1.6356;
196.480;0.3313;1.5741;
196.500;0.3313;1.6400;
196.520;0.3313;1.6004;
196.540;0.3254;1.5565;
196.560;0.3254;1.6532;
196.580;0.3230;1.5565;
196.600;0.3230;1.6796;
196.620;0.3230;1.5565;
196.640;0.3292;1.5609;
196.660;0.3292;1.5917;
196.680;0.3275;1.5960;
196.700;0.3275;1.5741;
196.720;0.3275;1.6048;
196.740;0.3268;1.5389;
196.760;0.3268;1.5477;
196.780;0.3295;1.6488;
196.800;0.3295;1.5433;
196.820;0.3295;1.5697;
196.840;0.3297;1.5433;
196.860;0.3297;1.6048;
196.880;0.3309;1.5477;
196.900;0.3309;1.5521;
196.920;0.3309;1.5697;
196.940;0.3275;1.6224;
196.960;0.3275;1.5257;
196.980;0.3288;1.5609;
197.000;0.3288;1.5873;
197.020;0.3288;1.5873;
197.040;0.3321;1.5609;
197.060;0.3321;1.5521;
197.080;0.3304;1.5653;
197.100;0.3304;1.5653;
197.120;0.3304;1.5653;
197.140;0.3201;1.5565;
197.160;0.3201;1.6224;
197.180;0.3271;1.5653;
197.200;0.3271;1.5081;
197.220;0.3271;1.4554;
197.240;0.3188;1.4993;
197.260;0.3188;1.5565;
197.280;0.3205;1.4773;
197.300;0.3205;1.5301;
197.320;0.3205;1.5213;
197.340;0.3286;1.5873;
197.360;0.3286;1.5389;
197.380;0.3344;1.5785;
197.400;0.3344;1.5477;
197.420;0.3344;1.6004;
197.440;0.3298;1.5785;
197.460;0.3298;1.6048;
197.480;0.3214;1.5609;
197.500;0.3214;1.5829;
197.520;0.3214;1.5565;
197.540;0.3187;1.5960;
197.560;0.3187;1.6004;
197.580;0.3197;1.5433;
197.600;0.3197;1.5829;
197.620;0.3197;1.5433;
197.640;0.3263;1.5917;
197.660;0.3263;1.5785;
197.680;0.3278;1.5829;
197.700;0.3278;1.5873;
197.720;0.3278;1.5081;
197.740;0.3379;1.6180;
197.760;0.3379;1.5609;
197.780;0.3222;1.5433;
197.800;0.3222;1.5301;
197.820;0.3222;1.5960;
197.840;0.3254;1.5521;
197.860;0.3254;1.5433;
197.880;0.3230;1.4554;
197.900;0.3230;1.5125;
197.920;0.3230;1.5565;
197.940;0.3251;1.5301;
197.960;0.3251;1.4905;
197.980;0.3280;1.4949;
198.000;0.3280;1.4729;
198.020;0.3280;1.4993;
198.040;0.3248;1.5741;
198.060;0.3248;1.5609;
198.080;0.3291;1.5257;
198.100;0.3291;1.4817;
198.120;0.3291;1.5477;
198.140;0.3260;1.5213;
198.160;0.3260;1.4905;
198.180;0.3274;1.4949;
198.200;0.3274;1.5477;
198.220;0.3274;1.5653;
198.240;0.3197;1.5741;
198.260;0.3197;1.5873;
198.280;0.3223;1.5653;
198.300;0.3223;1.5785;
198.320;0.3223;1.5257;
198.340;0.3333;1.5213;
198.360;0.3333;1.5257;
198.380;0.3280;1.5565;
198.400;0.3280;1.5169;
198.420;0.3280;1.5741;
198.440;0.3275;1.5345;
198.460;0.3275;1.5521;
198.480;0.3268;1.5521;
198.500;0.3268;1.5301;
198.520;0.3268;1.5565;
198.540;0.3284;1.4861;
198.560;0.3284;1.5433;
198.580;0.3263;1.5301;
198.600;0.3263;1.5125;
198.620;0.3263;1.5565;
198.640;0.3335;1.4949;
198.660;0.3335;1.5257;
198.680;0.3252;1.5257;
198.700;0.3252;1.5125;
198.720;0.3252;1.5389;
198.740;0.3208;1.5521;
198.760;0.3208;1.5081;
198.780;0.3228;1.5609;
198.800;0.3228;1.4597;
198.820;0.3228;1.5873;
198.840;0.3188;1.5477;
198.860;0.3188;1.5081;
198.880;0.3315;1.5477;
198.900;0.3315;1.4510;
198.920;0.3315;1.5477;
198.940;0.3220;1.5609;
198.960;0.3220;1.4949;
198.980;0.3292;1.4554;
199.000;0.3292;1.5741;
199.020;0.3292;1.5257;
199.040;0.3297;1.4949;
199.060;0.3297;1.5081;
199.080;0.3245;1.6004;
199.100;0.3245;1.4729;
199.120;0.3245;1.5301;
199.140;0.3254;1.4993;
199.160;0.3254;1.4597;
199.180;0.3321;1.4993;
199.200;0.3321;1.4378;
199.220;0.3321;1.5169;
199.240;0.3349;1.5213;
199.260;0.3349;1.4685;
199.280;0.3217;1.5301;
199.300;0.3217;1.5785;
199.320;0.3217;1.5433;
199.340;0.3341;1.5389;
199.360;0.3341;1.5081;
199.380;0.3233;1.4905;
199.400;0.3233;1.5169;
199.420;0.3233;1.4114;
199.440;0.3272;1.5653;
199.460;0.3272;1.4817;
199.480;0.3400;1.4949;
199.500;0.3400;1.5345;
199.520;0.3400;1.4949;
199.540;0.3397;1.4861;
199.560;0.3397;1.5125;
199.580;0.3266;1.5345;
199.600;0.3266;1.5081;
199.620;0.3266;1.4729;
199.640;0.3297;1.5125;
199.660;0.3297;1.5213;
199.680;0.3243;1.5213;
199.700;0.3243;1.6004;
199.720;0.3243;1.5037;
199.740;0.3277;1.4817;
199.760;0.3277;1.4905;
199.780;0.3317;1.5345;
199.800;0.3317;1.5521;
199.820;0.3317;1.5037;
199.840;0.3307;1.5169;
199.860;0.3307;1.5081;
199.880;0.3298;1.5257;
199.900;0.3298;1.4861;
199.920;0.3298;1.5389;
199.940;0.3288;1.4597;
199.960;0.3288;1.5301;
199.980;0.3295;1.4597;
200.000;0.3295;1.5125;
200.020;0.3295;1.4993;
200.040;0.3259;1.5433;
200.060;0.3259;1.4773;
200.080;0.3201;1.4773;
200.100;0.3201;1.5081;
200.120;0.3201;1.4554;
200.140;0.3294;1.4861;
200.160;0.3294;1.5565;
200.180;0.3365;1.5565;
200.200;0.3365;1.4334;
200.220;0.3365;1.5345;
200.240;0.3301;1.5081;
200.260;0.3301;1.5873;
200.280;0.3393;1.5785;
200.300;0.3393;1.4905;
200.320;0.3393;1.4510;
200.340;0.3205;1.4202;
200.360;0.3205;1.5257;
200.380;0.3249;1.5213;
200.400;0.3249;1.5213;
200.420;0.3249;1.4290;
200.440;0.3167;1.4641;
200.460;0.3167;1.4729;
200.480;0.3211;1.5389;
200.500;0.3211;1.5301;
200.520;0.3211;1.4905;
200.540;0.3298;1.4905;
200.560;0.3298;1.5477;
200.580;0.3281;1.5257;
200.600;0.3281;1.5433;
200.620;0.3281;1.5609;
200.640;0.3277;1.4773;
200.660;0.3277;1.5389;
200.680;0.3230;1.5565;
200.700;0.3230;1.4993;
200.720;0.3230;1.4641;
200.740;0.3217;1.4949;
200.760;0.3217;1.5081;
200.780;0.3356;1.5125;
200.800;0.3356;1.4290;
200.820;0.3356;1.4685;
200.840;0.3286;1.5433;
200.860;0.3286;1.4729;
200.880;0.3181;1.5829;
200.900;0.3181;1.4070;
200.920;0.3181;1.4510;
200.940;0.3252;1.5477;
200.960;0.3252;1.4993;
200.980;0.3318;1.5257;
201.000;0.3318;1.3718;
201.020;0.3318;1.5301;
201.040;0.3309;1.5389;
201.060;0.3309;1.5125;
201.080;0.3274;1.4290;
201.100;0.3274;1.5213;
201.120;0.3274;1.4905;
201.140;0.3346;1.5785;
201.160;0.3346;1.4597;
201.180;0.3252;1.4861;
201.200;0.3252;1.3762;
201.220;0.3252;1.4861;
201.240;0.3199;1.5565;
201.260;0.3199;1.4554;
201.280;0.3210;1.4773;
201.300;0.3210;1.5081;
201.320;0.3210;1.5125;
201.340;0.3295;1.5301;
201.360;0.3295;1.5345;
201.380;0.3201;1.4070;
201.400;0.3201;1.4641;
201.420;0.3201;1.4597;
201.440;0.3339;1.5697;
201.460;0.3339;1.4905;
201.480;0.3254;1.4685;
201.500;0.3254;1.3894;
201.520;0.3254;1.4510;
201.540;0.3298;1.4861;
201.560;0.3298;1.4993;
201.580;0.3277;1.4114;
201.600;0.3277;1.4597;
201.620;0.3277;1.4773;
201.640;0.3234;1.5169;
201.660;0.3234;1.4466;
201.680;0.3162;1.4246;
201.700;0.3162;1.5213;
201.720;0.3162;1.5081;
201.740;0.3231;1.4861;
201.760;0.3231;1.3938;
201.780;0.3289;1.4334;
201.800;0.3289;1.4773;
201.820;0.3289;1.4861;
201.840;0.3280;1.4641;
201.860;0.3280;1.4466;
201.880;0.3176;1.4685;
201.900;0.3176;1.5125;
201.920;0.3176;1.5081;
201.940;0.3222;1.4070;
201.960;0.3222;1.4290;
201.980;0.3240;1.4334;
202.000;0.3240;1.5169;
202.020;0.3240;1.4949;
202.040;0.3300;1.4290;
202.060;0.3300;1.3850;
202.080;0.3216;1.4158;
202.100;0.3216;1.5037;
202.120;0.3216;1.5433;
202.140;0.3384;1.4597;
202.160;0.3384;1.3894;
202.180;0.3288;1.4949;
202.200;0.3288;1.4641;
202.220;0.3288;1.4026;
202.240;0.3278;1.4905;
202.260;0.3278;1.4597;
202.280;0.3310;1.4817;
202.300;0.3310;1.5125;
202.320;0.3310;1.5345;
202.340;0.3280;1.4290;
202.360;0.3280;1.4334;
202.380;0.3278;1.4861;
202.400;0.3278;1.5037;
202.420;0.3278;1.5301;
202.440;0.3315;1.4290;
202.460;0.3315;1.5257;
202.480;0.3234;1.4993;
202.500;0.3234;1.4993;
202.520;0.3234;1.4597;
202.540;0.3269;1.4949;
202.560;0.3269;1.4422;
202.580;0.3262;1.4817;
202.600;0.3262;1.4641;
202.620;0.3262;1.5081;
202.640;0.3259;1.4993;
202.660;0.3259;1.5477;
202.680;0.3194;1.4685;
202.700;0.3194;1.4158;
202.720;0.3194;1.4685;
202.740;0.3230;1.4378;
202.760;0.3230;1.5169;
202.780;0.3248;1.4905;
202.800;0.3248;1.4554;
202.820;0.3248;1.4466;
202.840;0.3246;1.4466;
202.860;0.3246;1.4466;
202.880;0.3414;1.4641;
202.900;0.3414;1.4422;
202.920;0.3414;1.4422;
202.940;0.3274;1.4861;
202.960;0.3274;1.4993;
202.980;0.3265;1.4597;
203.000;0.3265;1.4817;
203.020;0.3265;1.3718;
203.040;0.3417;1.4685;
203.060;0.3417;1.4641;
203.080;0.3326;1.4773;
203.100;0.3326;1.4641;
203.120;0.3326;1.4290;
203.140;0.3294;1.4773;
203.160;0.3294;1.5609;
203.180;0.3149;1.4158;
203.200;0.3149;1.4641;
203.220;0.3149;1.3982;
203.240;0.3197;1.5565;
203.260;0.3197;1.4510;
203.280;0.3321;1.4905;
203.300;0.3321;1.4114;
203.320;0.3321;1.4114;
203.340;0.3327;1.4993;
203.360;0.3327;1.4597;
203.380;0.3263;1.4510;
203.400;0.3263;1.3630;
203.420;0.3263;1.4817;
203.440;0.3326;1.4817;
203.460;0.3326;1.5081;
203.480;0.3222;1.4070;
203.500;0.3222;1.4773;
203.520;0.3222;1.4422;
203.540;0.3283;1.5257;
203.560;0.3283;1.4114;
203.580;0.3214;1.3630;
203.600;0.3214;1.4114;
203.620;0.3214;1.3894;
203.640;0.3312;1.4949;
203.660;0.3312;1.4466;
203.680;0.3184;1.4334;
203.700;0.3184;1.4202;
203.720;0.3184;1.5301;
203.740;0.3263;1.4817;
203.760;0.3263;1.4861;
203.780;0.3255;1.4378;
203.800;0.3255;1.4773;
203.820;0.3255;1.4773;
203.840;0.3288;1.4554;
203.860;0.3288;1.4334;
203.880;0.3347;1.4334;
203.900;0.3347;1.4685;
203.920;0.3347;1.4290;
203.940;0.3268;1.4290;
203.960;0.3268;1.4202;
203.980;0.3272;1.4026;
204.000;0.3272;1.4378;
204.020;0.3272;1.4861;
204.040;0.3251;1.4114;
204.060;0.3251;1.4202;
204.080;0.3269;1.3894;
204.100;0.3269;1.4729;
204.120;0.3269;1.5081;
204.140;0.3226;1.4246;
204.160;0.3226;1.4729;
204.180;0.3257;1.4905;
204.200;0.3257;1.4597;
204.220;0.3257;1.3806;
204.240;0.3259;1.3850;
204.260;0.3259;1.3718;
204.280;0.3313;1.4290;
204.300;0.3313;1.4817;
204.320;0.3313;1.4422;
204.340;0.3251;1.3586;
204.360;0.3251;1.4158;
204.380;0.3262;1.4378;
204.400;0.3262;1.4334;
204.420;0.3262;1.4993;
204.440;0.3248;1.3586;
204.460;0.3248;1.4114;
204.480;0.3326;1.4334;
204.500;0.3326;1.4729;
204.520;0.3326;1.4290;
204.540;0.3257;1.3938;
204.560;0.3257;1.4554;
204.580;0.3252;1.3938;
204.600;0.3252;1.4290;
204.620;0.3252;1.4510;
204.640;0.3230;1.3806;
204.660;0.3230;1.4422;
204.680;0.3298;1.5037;
204.700;0.3298;1.4158;
204.720;0.3298;1.4466;
204.740;0.3254;1.4378;
204.760;0.3254;1.4246;
204.780;0.3307;1.4817;
204.800;0.3307;1.4554;
204.820;0.3307;1.4466;
204.840;0.3175;1.3762;
204.860;0.3175;1.4378;
204.880;0.3222;1.4949;
204.900;0.3222;1.4026;
204.920;0.3222;1.4510;
204.940;0.3257;1.4466;
204.960;0.3257;1.4466;
204.980;0.3289;1.4993;
205.000;0.3289;1.4334;
205.020;0.3289;1.4510;
205.040;0.3298;1.4773;
205.060;0.3298;1.5169;
205.080;0.3214;1.5081;
205.100;0.3214;1.4158;
205.120;0.3214;1.4378;
205.140;0.3281;1.4729;
205.160;0.3281;1.4905;
205.180;0.3243;1.3982;
205.200;0.3243;1.4114;
205.220;0.3243;1.4378;
205.240;0.3294;1.4070;
205.260;0.3294;1.4685;
205.280;0.3251;1.4246;
205.300;0.3251;1.4290;
205.320;0.3251;1.4334;
205.340;0.3315;1.4070;
205.360;0.3315;1.4422;
205.380;0.3196;1.4158;
205.400;0.3196;1.3938;
205.420;0.3196;1.3850;
205.440;0.3255;1.4202;
205.460;0.3255;1.3982;
205.480;0.3271;1.3674;
205.500;0.3271;1.3498;
205.520;0.3271;1.4246;
205.540;0.3359;1.4114;
205.560;0.3359;1.4510;
205.580;0.3294;1.4158;
205.600;0.3294;1.3806;
205.620;0.3294;1.3059;
205.640;0.3274;1.5389;
205.660;0.3274;1.4246;
205.680;0.3370;1.3982;
205.700;0.3370;1.4202;
205.720;0.3370;1.4685;
205.740;0.3259;1.4817;
205.760;0.3259;1.4422;
205.780;0.3225;1.3894;
205.800;0.3225;1.4993;
205.820;0.3225;1.4378;
205.840;0.3175;1.3762;
205.860;0.3175;1.4817;
205.880;0.3281;1.3762;
205.900;0.3281;1.4290;
205.920;0.3281;1.3850;
205.940;0.3260;1.4158;
205.960;0.3260;1.4158;
205.980;0.3262;1.3806;
206.000;0.3262;1.4510;
206.020;0.3262;1.4334;
206.040;0.3260;1.4114;
206.060;0.3260;1.3806;
206.080;0.3295;1.3850;
206.100;0.3295;1.4246;
206.120;0.3295;1.4597;
206.140;0.3306;1.4070;
206.160;0.3306;1.3190;
206.180;0.3297;1.4026;
206.200;0.3297;1.4158;
206.220;0.3297;1.4026;
206.240;0.3204;1.3894;
206.260;0.3204;1.3498;
206.280;0.3277;1.4114;
206.300;0.3277;1.4466;
206.320;0.3277;1.3806;
206.340;0.3255;1.4202;
206.360;0.3255;1.3762;
206.380;0.3184;1.4070;
206.400;0.3184;1.4290;
206.420;0.3184;1.4246;
206.440;0.3388;1.3718;
206.460;0.3388;1.3630;
206.480;0.3335;1.4246;
206.500;0.3335;1.5345;
206.520;0.3335;1.4597;
206.540;0.3265;1.3894;
206.560;0.3265;1.3850;
206.580;0.3347;1.3894;
206.600;0.3347;1.4026;
206.620;0.3347;1.4158;
206.640;0.3333;1.3542;
206.660;0.3333;1.3542;
206.680;0.3300;1.4334;
206.700;0.3300;1.3850;
206.720;0.3300;1.4114;
206.740;0.3233;1.3498;
206.760;0.3233;1.3762;
206.780;0.3249;1.4334;
206.800;0.3249;1.3850;
206.820;0.3249;1.3674;
206.840;0.3291;1.3938;
206.860;0.3291;1.3982;
206.880;0.3313;1.4554;
206.900;0.3313;1.4685;
206.920;0.3313;1.3674;
206.940;0.3226;1.4378;
206.960;0.3226;1.4334;
206.980;0.3309;1.4158;
207.000;0.3309;1.3674;
207.020;0.3309;1.3718;
207.040;0.3350;1.3762;
207.060;0.3350;1.3498;
207.080;0.3259;1.4070;
207.100;0.3259;1.4026;
207.120;0.3259;1.4202;
207.140;0.3288;1.3586;
207.160;0.3288;1.3850;
207.180;0.3284;1.3982;
207.200;0.3284;1.4070;
207.220;0.3284;1.4290;
207.240;0.3245;1.3674;
207.260;0.3245;1.4861;
207.280;0.3191;1.4290;
207.300;0.3191;1.3938;
207.320;0.3191;1.3586;
207.340;0.3288;1.4422;
207.360;0.3288;1.4246;
207.380;0.3318;1.3938;
207.400;0.3318;1.3454;
207.420;0.3318;1.3454;
207.440;0.3236;1.4466;
207.460;0.3236;1.3850;
207.480;0.3310;1.3894;
207.500;0.3310;1.3278;
207.520;0.3310;1.4114;
207.540;0.3307;1.4114;
207.560;0.3307;1.4158;
207.580;0.3248;1.3982;
207.600;0.3248;1.3850;
207.620;0.3248;1.4554;
207.640;0.3269;1.4290;
207.660;0.3269;1.4290;
207.680;0.3274;1.3850;
207.700;0.3274;1.3542;
207.720;0.3274;1.3542;
207.740;0.3231;1.3938;
207.760;0.3231;1.3894;
207.780;0.3243;1.3147;
207.800;0.3243;1.3850;
207.820;0.3243;1.3454;
207.840;0.3210;1.3586;
207.860;0.3210;1.4026;
207.880;0.3330;1.4202;
207.900;0.3330;1.3322;
207.920;0.3330;1.4334;
207.940;0.3150;1.3674;
207.960;0.3150;1.3762;
207.980;0.3226;1.2927;
208.000;0.3226;1.4290;
208.020;0.3226;1.4202;
208.040;0.3237;1.2927;
208.060;0.3237;1.3718;
208.080;0.3300;1.3190;
208.100;0.3300;1.3806;
208.120;0.3300;1.4290;
208.140;0.3281;1.3938;
208.160;0.3281;1.3410;
208.180;0.3226;1.4378;
208.200;0.3226;1.3410;
208.220;0.3226;1.4158;
208.240;0.3349;1.3806;
208.260;0.3349;1.3674;
208.280;0.3312;1.3630;
208.300;0.3312;1.3586;
208.320;0.3312;1.3278;
208.340;0.3306;1.3366;
208.360;0.3306;1.3498;
208.380;0.3297;1.3586;
208.400;0.3297;1.3806;
208.420;0.3297;1.4026;
208.440;0.3335;1.3410;
208.460;0.3335;1.3542;
208.480;0.3336;1.3850;
208.500;0.3336;1.3542;
208.520;0.3336;1.4246;
208.540;0.3338;1.3190;
208.560;0.3338;1.3410;
208.580;0.3353;1.4466;
208.600;0.3353;1.3806;
208.620;0.3353;1.3938;
208.640;0.3317;1.3190;
208.660;0.3317;1.3850;
208.680;0.3219;1.3586;
208.700;0.3219;1.3982;
208.720;0.3219;1.4158;
208.740;0.3228;1.3542;
208.760;0.3228;1.3762;
208.780;0.3291;1.3234;
208.800;0.3291;1.3322;
208.820;0.3291;1.3894;
208.840;0.3356;1.3147;
208.860;0.3356;1.2927;
208.880;0.3271;1.3894;
208.900;0.3271;1.3806;
208.920;0.3271;1.3894;
208.940;0.3277;1.3762;
208.960;0.3277;1.3850;
208.980;0.3278;1.3938;
209.000;0.3278;1.4158;
209.020;0.3278;1.3982;
209.040;0.3272;1.3542;
209.060;0.3272;1.4202;
209.080;0.3284;1.3850;
209.100;0.3284;1.3718;
209.120;0.3284;1.3454;
209.140;0.3346;1.3982;
209.160;0.3346;1.3586;
209.180;0.3257;1.3630;
209.200;0.3257;1.3147;
209.220;0.3257;1.3498;
209.240;0.3281;1.4510;
209.260;0.3281;1.3938;
209.280;0.3382;1.3147;
209.300;0.3382;1.3454;
209.320;0.3382;1.3850;
209.340;0.3255;1.4246;
209.360;0.3255;1.4070;
209.380;0.3309;1.3498;
209.400;0.3309;1.3234;
209.420;0.3309;1.3894;
209.440;0.3338;1.4378;
209.460;0.3338;1.3542;
209.480;0.3280;1.3454;
209.500;0.3280;1.2927;
209.520;0.3280;1.3322;
209.540;0.3265;1.4070;
209.560;0.3265;1.4334;
209.580;0.3303;1.3938;
209.600;0.3303;1.4290;
209.620;0.3303;1.3630;
209.640;0.3240;1.4158;
209.660;0.3240;1.3674;
209.680;0.3329;1.3674;
209.700;0.3329;1.3454;
209.720;0.3329;1.3762;
209.740;0.3371;1.4158;
209.760;0.3371;1.3674;
209.780;0.3283;1.3674;
209.800;0.3283;1.3850;
209.820;0.3283;1.3938;
209.840;0.3284;1.4466;
209.860;0.3284;1.3454;
209.880;0.3342;1.3542;
209.900;0.3342;1.3498;
209.920;0.3342;1.3366;
209.940;0.3341;1.3278;
209.960;0.3341;1.4026;
209.980;0.3309;1.3147;
210.000;0.3309;1.2619;
210.020;0.3309;1.3454;
210.040;0.3194;1.3322;
210.060;0.3194;1.3806;
210.080;0.3230;1.3103;
210.100;0.3230;1.3278;
210.120;0.3230;1.3982;
210.140;0.3301;1.4026;
210.160;0.3301;1.3674;
210.180;0.3284;1.3542;
210.200;0.3284;1.3103;
210.220;0.3284;1.4026;
210.240;0.3294;1.3498;
210.260;0.3294;1.3015;
210.280;0.3265;1.2971;
210.300;0.3265;1.3674;
210.320;0.3265;1.3498;
210.340;0.3318;1.3059;
210.360;0.3318;1.3059;
210.380;0.3237;1.3674;
210.400;0.3237;1.3190;
210.420;0.3237;1.3938;
210.440;0.3300;1.3454;
210.460;0.3300;1.3762;
210.480;0.3255;1.3410;
210.500;0.3255;1.4510;
210.520;0.3255;1.3718;
210.540;0.3237;1.3806;
210.560;0.3237;1.3762;
210.580;0.3226;1.4422;
210.600;0.3226;1.3366;
210.620;0.3226;1.3762;
210.640;0.3298;1.3366;
210.660;0.3298;1.3630;
210.680;0.3312;1.3542;
210.700;0.3312;1.3850;
210.720;0.3312;1.4729;
210.740;0.3263;1.3366;
210.760;0.3263;1.3850;
210.780;0.3252;1.3454;
210.800;0.3252;1.2927;
210.820;0.3252;1.3586;
210.840;0.3312;1.3674;
210.860;0.3312;1.3366;
210.880;0.3297;1.4202;
210.900;0.3297;1.3498;
210.920;0.3297;1.3015;
210.940;0.3275;1.3762;
210.960;0.3275;1.2619;
210.980;0.3291;1.4070;
211.000;0.3291;1.3059;
211.020;0.3291;1.3718;
211.040;0.3320;1.3234;
211.060;0.3320;1.3366;
211.080;0.3280;1.3322;
211.100;0.3280;1.3190;
211.120;0.3280;1.3762;
211.140;0.3335;1.3542;
211.160;0.3335;1.3806;
211.180;0.3243;1.3234;
211.200;0.3243;1.3059;
211.220;0.3243;1.3674;
211.240;0.3291;1.4070;
211.260;0.3291;1.3103;
211.280;0.3309;1.3147;
211.300;0.3309;1.3366;
211.320;0.3309;1.3542;
211.340;0.3257;1.3190;
211.360;0.3257;1.3630;
211.380;0.3251;1.2927;
211.400;0.3251;1.3234;
211.420;0.3251;1.2619;
211.440;0.3242;1.3674;
211.460;0.3242;1.4378;
211.480;0.3272;1.3278;
211.500;0.3272;1.3059;
211.520;0.3272;1.3147;
211.540;0.3313;1.3410;
211.560;0.3313;1.3938;
211.580;0.3341;1.3366;
211.600;0.3341;1.2839;
211.620;0.3341;1.2927;
211.640;0.3333;1.4290;
211.660;0.3333;1.3454;
211.680;0.3332;1.3630;
211.700;0.3332;1.2971;
211.720;0.3332;1.3718;
211.740;0.3310;1.4070;
211.760;0.3310;1.3103;
211.780;0.3246;1.3674;
211.800;0.3246;1.2443;
211.820;0.3246;1.2575;
211.840;0.3326;1.3059;
211.860;0.3326;1.3234;
211.880;0.3289;1.2751;
211.900;0.3289;1.3190;
211.920;0.3289;1.3147;
211.940;0.3251;1.4334;
211.960;0.3251;1.3234;
211.980;0.3242;1.3498;
212.000;0.3242;1.2707;
212.020;0.3242;1.3278;
212.040;0.3257;1.2663;
212.060;0.3257;1.2707;
212.080;0.3298;1.2927;
212.100;0.3298;1.2707;
212.120;0.3298;1.3586;
212.140;0.3252;1.2399;
212.160;0.3252;1.3938;
212.180;0.3216;1.2751;
212.200;0.3216;1.3982;
212.220;0.3216;1.3410;
212.240;0.3361;1.3059;
212.260;0.3361;1.2751;
212.280;0.3318;1.2839;
212.300;0.3318;1.3322;
212.320;0.3318;1.3454;
212.340;0.3356;1.2663;
212.360;0.3356;1.3103;
212.380;0.3327;1.2531;
212.400;0.3327;1.3322;
212.420;0.3327;1.3278;
212.440;0.3185;1.3103;
212.460;0.3185;1.3894;
212.480;0.3327;1.3147;
212.500;0.3327;1.3762;
212.520;0.3327;1.3674;
212.540;0.3301;1.3542;
212.560;0.3301;1.3322;
212.580;0.3376;1.3762;
212.600;0.3376;1.3278;
212.620;0.3376;1.3498;
212.640;0.3268;1.3322;
212.660;0.3268;1.3015;
212.680;0.3301;1.3630;
212.700;0.3301;1.2971;
212.720;0.3301;1.2927;
212.740;0.3437;1.3542;
212.760;0.3437;1.2487;
212.780;0.3300;1.3366;
212.800;0.3300;1.3454;
212.820;0.3300;1.3498;
212.840;0.3251;1.2795;
212.860;0.3251;1.3718;
212.880;0.3312;1.3190;
212.900;0.3312;1.3762;
212.920;0.3312;1.3015;
212.940;0.3257;1.3498;
212.960;0.3257;1.3103;
212.980;0.3301;1.3806;
213.000;0.3301;1.3498;
213.020;0.3301;1.3147;
213.040;0.3283;1.2971;
213.060;0.3283;1.3454;
213.080;0.3294;1.3630;
213.100;0.3294;1.3366;
213.120;0.3294;1.3630;
213.140;0.3278;1.3322;
213.160;0.3278;1.4202;
213.180;0.3313;1.3234;
213.200;0.3313;1.2883;
213.220;0.3313;1.2927;
213.240;0.3326;1.2355;
213.260;0.3326;1.3542;
213.280;0.3294;1.2531;
213.300;0.3294;1.3147;
213.320;0.3294;1.3234;
213.340;0.3347;1.3586;
213.360;0.3347;1.2839;
213.380;0.3338;1.3718;
